CountyId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
44001,Rhode Island,Bristol County,49028,23625,25403,2.7,92.7,1.3,0.0,2.0,0.0,38257,74630,3265,42360,1601,7.0,6.7,47.2,18.3,20.9,5.5,8.1,81.2,6.5,1.7,4.0,1.4,5.3,25.9,25027,81.0,11.9,7.0,0.2,4.2
44003,Rhode Island,Kent County,164012,79338,84674,4.4,89.5,1.3,0.1,2.5,0.0,129491,69047,2197,37157,830,7.8,8.9,38.4,17.9,25.4,8.2,10.1,86.0,8.6,1.1,0.9,0.4,2.9,25.3,87822,82.2,13.0,4.8,0.1,6.1
44005,Rhode Island,Newport County,83204,40952,42252,5.6,86.0,3.1,0.3,2.0,0.1,65688,75463,1780,43603,1300,9.0,11.5,44.0,19.1,21.9,7.6,7.4,74.5,9.2,1.9,6.4,1.7,6.3,22.5,41471,77.1,14.4,8.3,0.2,5.4
44007,Rhode Island,Providence County,633704,307512,326192,21.6,62.2,8.0,0.4,4.1,0.1,449011,52530,812,29025,434,16.7,24.4,35.0,20.7,24.0,7.3,13.0,77.9,9.1,3.6,4.4,1.6,3.4,24.4,307175,85.1,10.7,4.1,0.1,7.6
44009,Rhode Island,Washington County,126190,61154,65036,3.0,91.3,1.3,0.8,1.9,0.1,102045,77862,2350,39568,969,9.6,10.1,44.8,18.4,21.4,7.7,7.8,83.2,7.0,1.1,2.7,0.9,4.9,25.9,64576,75.7,17.3,6.9,0.1,6.0
