CensusId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
18127,Indiana,Porter,166570,81958,84612,9.2,84.5,3.2,0.2,1.4,0.1,125522,63926.0,1956.0,29922,745,11.6,17.4,35.3,16.6,21.8,11.1,15.3,86.7,5.4,1.5,1.6,1.0,3.8,26.9,78219,85.5,10.3,4.0,0.2,7.3
18129,Indiana,Posey,25567,12708,12859,1.0,96.4,1.3,0.0,0.4,0.0,19656,58101.0,3434.0,29821,1846,11.1,16.9,31.0,15.9,19.9,12.1,21.2,88.8,6.6,0.0,0.8,0.8,3.0,22.8,12101,83.2,11.1,5.6,0.0,5.3
18131,Indiana,Pulaski,13047,6623,6424,2.8,94.9,0.3,0.1,0.4,0.0,9984,43836.0,2944.0,22798,1456,14.2,20.7,27.2,14.6,16.5,11.9,29.8,78.6,10.5,0.4,3.0,3.5,4.0,21.1,5831,81.0,12.3,6.6,0.1,7.0
18133,Indiana,Putnam,37650,19967,17683,1.8,91.9,4.0,0.2,0.9,0.0,29739,51355.0,3131.0,22983,1261,10.2,15.7,28.2,18.5,22.3,11.8,19.1,81.1,9.0,0.0,6.2,1.3,2.4,27.2,15518,83.0,11.3,5.7,0.0,7.3
18135,Indiana,Randolph,25596,12487,13109,3.2,94.5,0.4,0.1,0.1,0.0,19288,40810.0,1723.0,23000,1870,18.0,27.4,27.1,17.3,19.3,11.9,24.5,84.1,8.0,0.3,2.2,1.1,4.2,22.9,11319,81.5,11.0,6.9,0.6,7.8
18137,Indiana,Ripley,28612,14064,14548,1.7,96.1,0.5,0.2,1.1,0.0,21395,51170.0,1792.0,23534,798,8.6,12.0,27.5,16.8,22.6,11.9,21.1,83.6,7.6,0.3,1.7,2.0,4.9,26.3,13088,83.1,11.6,5.2,0.1,7.4
18139,Indiana,Rush,16991,8414,8577,1.3,96.5,0.9,0.0,0.2,0.0,13031,45121.0,2771.0,23186,1085,17.6,26.4,28.8,14.8,20.8,10.5,25.2,84.2,9.0,0.2,1.0,0.3,5.3,26.7,7787,79.9,11.7,8.1,0.3,6.9
18141,Indiana,St. Joseph,267246,129457,137789,8.0,74.4,12.8,0.3,2.0,0.1,193982,45471.0,828.0,24395,413,17.8,27.3,34.6,17.6,24.6,7.1,16.1,81.3,8.6,1.4,3.6,1.5,3.6,20.7,123170,85.9,9.4,4.6,0.1,8.5
18143,Indiana,Scott,23783,11685,12098,1.7,96.4,0.2,0.1,0.4,0.0,18017,44442.0,2053.0,21385,1797,17.8,28.9,21.2,17.4,19.9,8.8,32.7,85.9,9.2,0.0,0.7,1.7,2.5,24.9,9803,84.6,11.7,3.4,0.3,11.0
18145,Indiana,Shelby,44441,21899,22542,3.9,92.8,1.3,0.0,0.7,0.0,33278,53584.0,2000.0,24645,671,12.2,16.8,25.2,17.5,20.3,10.9,26.1,83.5,10.8,0.2,1.4,1.4,2.7,23.7,21379,85.4,9.2,5.4,0.1,8.3
