CensusId,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6075,San Francisco,840763,427909,412854,15.3,41.2,5.3,0.2,33.5,0.4,618670,81294.0,1099.0,13.2,12.7,53.4,17.0,20.5,3.7,5.4,35.9,7.3,33.1,10.4,6.5,6.9,31.7,478373,79.9,11.3,8.7,0.1,6.8
6077,San Joaquin,708554,352400,356154,40.1,34.3,6.7,0.3,14.5,0.5,428049,53274.0,946.0,18.6,25.2,28.0,18.4,24.1,12.9,16.5,76.6,14.8,1.5,1.9,1.6,3.7,30.1,280460,78.8,14.6,6.4,0.2,13.7
6079,San Luis Obispo,276517,140953,135564,21.8,69.8,1.9,0.4,3.6,0.1,210483,60691.0,1137.0,14.8,15.1,37.4,20.8,23.4,10.0,8.5,73.6,10.1,1.5,4.5,3.3,7.0,21.3,124997,68.3,19.9,11.4,0.4,6.6
6081,San Mateo,748731,368416,380315,25.3,40.8,2.5,0.1,26.2,1.4,480863,93623.0,1412.0,8.0,10.2,45.4,18.4,22.4,6.3,7.4,69.8,10.7,9.4,2.5,2.6,5.0,26.8,387006,79.8,11.7,8.3,0.2,6.7
6083,Santa Barbara,435850,218483,217367,44.1,46.3,1.7,0.4,4.9,0.1,276381,63985.0,1293.0,16.3,21.2,35.2,21.3,21.2,14.0,8.3,67.7,13.7,3.3,4.4,5.3,5.5,19.1,203616,75.5,16.2,8.0,0.3,8.0
6085,Santa Clara,1868149,939004,929145,26.6,33.6,2.4,0.2,33.5,0.3,1131378,96310.0,783.0,9.5,10.9,50.5,15.2,19.6,6.5,8.2,76.0,10.4,3.9,2.0,3.2,4.6,26.3,915619,84.3,9.3,6.4,0.1,7.7
6087,Santa Cruz,269278,133714,135564,32.9,58.3,0.9,0.2,4.2,0.1,185139,67256.0,1534.0,15.1,17.1,40.4,19.2,21.9,11.3,7.2,69.9,9.3,2.9,3.9,6.6,7.3,25.9,131321,73.1,15.3,11.4,0.2,7.6
6089,Shasta,178942,87851,91091,9.2,81.2,1.0,2.2,2.6,0.2,135991,44620.0,1209.0,18.0,23.5,31.4,21.4,27.4,10.8,8.9,81.9,8.1,0.7,2.1,1.8,5.5,20.0,69261,72.9,16.7,10.3,0.2,10.3
6091,Sierra,3021,1505,1516,8.9,88.0,0.1,0.9,0.0,0.5,2493,42833.0,8464.0,14.6,22.7,33.9,11.8,18.2,17.8,18.3,71.1,8.8,0.0,4.2,3.8,12.1,28.2,1110,45.0,42.3,9.7,3.1,8.0
6093,Siskiyou,43895,21825,22070,11.5,78.0,1.4,2.7,1.6,0.3,33830,37170.0,1702.0,23.1,30.5,33.7,21.7,21.8,12.5,10.4,73.2,11.4,0.7,5.1,1.5,8.0,18.5,16127,63.5,22.7,13.8,0.1,12.7
